   3.00000000       5.00000000       5.50550112E-08  -2.38334394       1.77465077E-03
   4.00000000       5.00000000       5.50550112E-08  -2.38334394       1.77465077E-03
   5.00000000       5.00000000       5.50550112E-08  -2.38334394       1.77465077E-03
   6.00000000       5.00000000       5.50550112E-08  -2.38334394       1.77465077E-03
   7.00000000       5.00000000       5.50550112E-08  -2.38334394       1.77465077E-03
   3.50000000       5.86602545       5.50550112E-08  -2.38334394       1.77465077E-03
   3.50000000       4.13397455       5.50550112E-08  -2.38334394       1.77465077E-03
   4.50000000       5.86602545       5.50550112E-08  -2.38334394       1.77465077E-03
   4.50000000       4.13397455       5.50550112E-08  -2.38334394       1.77465077E-03
   5.50000000       5.86602545       5.50550112E-08  -2.38334394       1.77465077E-03
   5.50000000       4.13397455       5.50550112E-08  -2.38334394       1.77465077E-03
   6.50000000       5.86602545       5.50550112E-08  -2.38334394       1.77465077E-03
   6.50000000       4.13397455       5.50550112E-08  -2.38334394       1.77465077E-03
   4.00000000       6.73205090       5.50550112E-08  -2.38334394       1.77465077E-03
   4.00000000       3.26794910       5.50550112E-08  -2.38334394       1.77465077E-03
   5.00000000       6.73205090       5.50550112E-08  -2.38334394       1.77465077E-03
   5.00000000       3.26794910       5.50550112E-08  -2.38334394       1.77465077E-03
   6.00000000       6.73205090       5.50550112E-08  -2.38334394       1.77465077E-03
   6.00000000       3.26794910       5.50550112E-08  -2.38334394       1.77465077E-03


   3.00021696       5.00000000       1.41282711E-04  -2.38334465       1.77465077E-03
   4.00021410       5.00000000       1.41282711E-04  -2.38334465       1.77465077E-03
   5.00000000       5.00000000       1.41282711E-04  -2.38334465       1.77465077E-03
   5.99978590       5.00000000       1.41282711E-04  -2.38334465       1.77465077E-03
   6.99978304       5.00000000       1.41282711E-04  -2.38334465       1.77465077E-03
   3.50020003       5.86591053       1.41282711E-04  -2.38334465       1.77465077E-03
   3.50020003       4.13408947       1.41282711E-04  -2.38334465       1.77465077E-03
   4.50010681       5.86583996       1.41282711E-04  -2.38334465       1.77465077E-03
   4.50010681       4.13416004       1.41282711E-04  -2.38334465       1.77465077E-03
   5.49989319       5.86583996       1.41282711E-04  -2.38334465       1.77465077E-03
   5.49989319       4.13416004       1.41282711E-04  -2.38334465       1.77465077E-03
   6.49980068       5.86591053       1.41282711E-04  -2.38334465       1.77465077E-03
   6.49980068       4.13408947       1.41282711E-04  -2.38334465       1.77465077E-03
   4.00010920       6.73186302       1.41282711E-04  -2.38334465       1.77465077E-03
   4.00010920       3.26813722       1.41282711E-04  -2.38334465       1.77465077E-03
   5.00000000       6.73182154       1.41282711E-04  -2.38334465       1.77465077E-03
   5.00000000       3.26818037       1.41282711E-04  -2.38334465       1.77465077E-03
   5.99989080       6.73186302       1.41282711E-04  -2.38334465       1.77465077E-03
   5.99989080       3.26813722       1.41282711E-04  -2.38334465       1.77465077E-03


   3.00084758       5.00000000       5.32573904E-04  -2.38334322       1.77465077E-03
   4.00082588       5.00000000       5.32573904E-04  -2.38334322       1.77465077E-03
   5.00000000       5.00000000       5.32573904E-04  -2.38334322       1.77465077E-03
   5.99917412       5.00000000       5.32573904E-04  -2.38334322       1.77465077E-03
   6.99915266       5.00000000       5.32573904E-04  -2.38334322       1.77465077E-03
   3.50077844       5.86557674       5.32573904E-04  -2.38334322       1.77465077E-03
   3.50077844       4.13442326       5.32573904E-04  -2.38334322       1.77465077E-03
   4.50041294       5.86531067       5.32573904E-04  -2.38334322       1.77465077E-03
   4.50041294       4.13468933       5.32573904E-04  -2.38334322       1.77465077E-03
