   3.00000000       5.00000000    
   4.00000000       5.00000000    
   5.00000000       5.00000000    
   6.00000000       5.00000000    
   7.00000000       5.00000000    
   3.50000000       5.86602545    
   3.50000000       4.13397455    
   4.50000000       5.86602545    
   4.50000000       4.13397455    
   5.50000000       5.86602545    
   5.50000000       4.13397455    
   6.50000000       5.86602545    
   6.50000000       4.13397455    
   4.00000000       6.73205090    
   4.00000000       3.26794910    
   5.00000000       6.73205090    
   5.00000000       3.26794910    
   6.00000000       6.73205090    
   6.00000000       3.26794910    
