   4.64411306       6.07925558       7.05712891      0.151885152      0.171928406       9.68637657    
   4.53635979       5.91835880       7.24907970      0.126270056      0.350325108       9.61103630    
   4.42860651       5.75746202       7.44103050      0.100654781      0.528721809       9.53569603    
   4.32085323       5.59656525       7.63298130       7.50394985E-02  0.707118511       9.46035576    
   4.21309996       5.43566847       7.82493210       4.94242646E-02  0.885515213       9.38501549    
   4.10534668       5.27477169       8.01688290       2.38090605E-02   1.06391191       9.30967522    
   3.99759340       5.11387491       8.20883369      -1.80148240E-03   1.24230862       9.23433495    
   3.88984013       4.95297813       8.40078449      -1.15931630E-02   1.42070532       9.15899467    
   3.78208685       4.79208136       8.59273529       1.14909280E-02   1.59910202       9.08365440    
   3.67433357       4.63118458       8.78468609       3.71052437E-02   1.77749872       9.00831413    
   3.56658030       4.47028780       8.97663689       6.27195910E-02   1.95589542       8.93297386    
   3.45882702       4.30939102       9.16858768       8.83339420E-02   2.13429213       8.85763359    
   3.35107374       4.14849424       9.36053848      0.113948293       2.31268883       8.78229332    
   3.24332047       3.98759699       9.55248928      0.139562637       2.49108553       8.70695305    
   3.13556719       3.82669425       9.74444008      0.165176988       2.66948223       8.63161278    
   3.02781391       3.66579151       9.93639088      0.190791339       2.84787893       8.55627251    
   2.92006063       3.50488877       10.0953903      0.216405690       3.02627563       8.48093224    
   2.81230736       3.34398603       9.99103546      0.242020041       3.20467234       8.40559196    
   2.70455408       3.18308330       9.79913235      0.267634392       3.38306904       8.33025169    
   2.59680080       3.02218056       9.60722923      0.293248743       3.56146574       8.25491142    
   2.48904753       2.86127782       9.41532612      0.318863094       3.73986244       8.17957115    
   2.38129425       2.70037508       9.22342300      0.344477445       3.91825914       8.10423088    
   2.27354097       2.53947234       9.03151989      0.370091796       4.09665585       8.02889061    
   2.16578770       2.37856960       8.83961678      0.395706147       4.27505255       7.95355797    
   2.05803442       2.21766686       8.64771366      0.421320498       4.45344925       7.87822962    
   1.95027971       2.05676413       8.45581055      0.446934849       4.63184595       7.80290127    
   1.84252346       1.89586341       8.26390743      0.472549200       4.81024265       7.72757292    
   1.73476720       1.73496366       8.07200432      0.498163551       4.98863935       7.65224457    
   1.62701094       1.57406390       7.88010120      0.523777187       5.16703606       7.57691622    
   1.51925468       1.41316414       7.68819809      0.549390793       5.34543276       7.50158787    
   1.41149843       1.25226438       7.49629498      0.575004399       5.52382946       7.42625952    
   1.30374217       1.09136462       7.30439186      0.600618005       5.70222616       7.35093117    
   1.19598591      0.930464864       7.11248875      0.626231611       5.88062286       7.27560282    
   1.08822966      0.769565105       6.92058563      0.651845217       6.05901957       7.20027447    
  0.980473697      0.608665347       6.72868252      0.677458823       6.23741627       7.12494612    
  0.872718930      0.447765589       6.53677940      0.703072429       6.41581297       7.04961777    
  0.764964163      0.286865830       6.34487629      0.728686035       6.59420967       6.97428942    
  0.657209396      0.125966072       6.15297318      0.754299641       6.77260637       6.89896107    
  0.549454629      -3.39219682E-02   5.96107006      0.779913247       6.95100307       6.82363272    
  0.441699445      -5.86752556E-02   5.76916695      0.805526853       7.12939978       6.74830437    
  0.333943933       9.57283601E-02   5.57726383      0.831140459       7.30779648       6.67297602    
  0.226188421      0.256561011       5.38536072      0.856754065       7.48619318       6.59764767    
  0.118432924      0.417393714       5.19345760      0.882367671       7.66458988       6.52231932    
   1.06775500E-02  0.578226388       5.00155449      0.907981277       7.84298658       6.44699097    
  -5.48021272E-02  0.739059091       4.80965137      0.933594882       8.02138233       6.37166262    
   3.00438590E-02  0.899891794       4.61774826      0.959208488       8.19976711       6.29633427    
  0.137726501       1.06072390       4.42584515      0.984822094       8.37815189       6.22100592    
  0.245409325       1.22155511       4.23394203       1.01043630       8.55653667       6.14567757    
  0.353092700       1.38238633       4.04203892       1.03605139       8.73492146       6.07034922    
  0.460776955       1.54321754       3.85013103       1.06166649       8.91330624       5.99502087    
  0.568462610       1.70404875       3.65822196       1.08728158       9.09169102       5.91969252    
  0.676150620       1.86487997       3.46630859       1.11289668       9.27007580       5.84436417    
  0.783843100       2.02571106       3.27439141       1.13851285       9.44846058       5.76903582    
  0.891543627       2.18653893       3.08246636       1.16413212       9.62684536       5.69370747    
  0.999258399       2.34736013       2.89052677       1.18975818       9.80523014       5.61837912    
   1.10699761       2.50816536       2.69856262       1.21539986       9.98361492       5.54305077    
   1.21477449       2.66893935       2.50656104       1.24107277       10.0905066       5.46772242    
   1.32260060       2.82965755       2.31450987       1.26680195       9.94894600       5.39239407    
   1.43047822       2.99029398       2.12240744       1.29261243       9.77058506       5.31706572    
   1.53839481       3.15083504       1.93026638       1.31851804       9.59222412       5.24173737    
   1.64633036       3.31128955       1.73810589       1.34451103       9.41386318       5.16640902    
   1.75427032       3.47167921       1.54594111       1.37056780       9.23550224       5.09108067    
   1.86220658       3.63202929       1.35378015       1.39666462       9.05714130       5.01575232    
   1.97013783       3.79235673       1.16162395       1.42278397       8.87878036       4.94042397    
   2.07806468       3.95267224      0.969471693       1.44891524       8.70041943       4.86509562    
   2.18599081       4.11298466      0.777322054       1.47505295       8.52205849       4.78976727    
   2.29391456       4.27328920      0.585174143       1.50119352       8.34369755       4.71443892    
   2.40183473       4.43358994      0.393027067       1.52733612       8.16533661       4.63911057    
   2.50975490       4.59389067      0.200880721       1.55347872       7.98697567       4.56378222    
   2.61767507       4.75419140       8.73489305E-03   1.57962132       7.80861473       4.48845387    
   2.72559524       4.91449213      -9.54483300E-02   1.60576594       7.63025379       4.41312551    
   2.83351541       5.07479286       6.39344752E-02   1.63191152       7.45189285       4.33779716    
   2.94143558       5.23509359      0.256137043       1.65805709       7.27353191       4.26246881    
   3.04935575       5.39539433      0.448339671       1.68420267       7.09517097       4.18714046    
   3.15727592       5.55569506      0.640542269       1.71034825       6.91681004       4.11181211    
   3.26519608       5.71599579      0.832744896       1.73649383       6.73844910       4.03648376    
   3.37311625       5.87629652       1.02494729       1.76263940       6.56008816       3.96115541    
   3.48103642       6.03659725       1.21714842       1.78878498       6.38172722       3.88582706    
   3.58896208       6.19689798       1.40934956       1.81493056       6.20336628       3.81049871    
   3.69688821       6.35719872       1.60155070       1.84107614       6.02500534       3.73517036    
   3.80481434       6.51749945       1.79375184       1.86722171       5.84664440       3.65984201    
   3.91274047       6.67780018       1.98595393       1.89336729       5.66828346       3.58451366    
   4.02066565       6.83810091       2.17815518       1.91951287       5.48992252       3.50918627    
   4.12859678       6.99840164       2.37035799       1.94565845       5.31156158       3.43386388    
   4.23652887       7.15870237       2.56256509       1.97180629       5.13320065       3.35853934    
   4.34446096       7.31899166       2.75477433       1.99795580       4.95482874       3.28321099    
   4.45239305       7.47928047       2.94699383       2.02411175       4.77645016       3.20787859    
   4.56032515       7.63956928       3.13924336       2.05028749       4.59804058       3.13252640    
   4.66825724       7.79985809       3.33159804       2.07654452       4.41952658       3.05709362    
   4.77618933       7.96014690       3.52434778       2.10318184       4.24061728       2.98128009    
   4.88412142       8.12043571       3.71732140       2.12978077       4.06148386       2.90550613    
   4.99205351       8.28072453       3.89285827       2.09278774       3.89978647       2.89332366    
   5.09998560       8.44101334       4.05793476       1.96103823       3.74854970       2.97589731    
   5.20791769       8.60130215       4.22313499       1.82604158       3.59719038       3.06171846    
   5.31584978       8.76159096       4.38802099       1.69172144       3.44614434       3.14686298    
   5.42378187       8.92187977       4.55281162       1.55755675       3.29519391       3.23185205    
   5.53171396       9.08216858       4.71757412       1.42343080       3.14427185       3.31680179    
   5.63964605       9.24245739       4.88232613       1.28931689       2.99335885       3.40174007    
   5.74757814       9.40274620       5.04707336       1.15520680       2.84245181       3.48667502    
   5.85551023       9.56303501       5.21182060       1.02109933       2.69154477       3.57160568    
   5.96344233       9.72332382       5.37656784      0.886991858       2.54063773       3.65653634    
   6.07137442       9.88361263       5.54131508      0.752884388       2.38973069       3.74146700    
   6.17930651       10.0418997       5.70606232      0.618776917       2.23882365       3.82639766    
   6.28723860       10.0516863       5.87080956      0.484669536       2.08791661       3.91132832    
   6.39517069       9.89546108       6.03555679      0.350562811       1.93700957       3.99625897    
   6.50310278       9.73512459       6.20030403      0.216455981       1.78610253       4.08119535    
   6.61103487       9.57478809       6.36505127       8.23489428E-02   1.63519549       4.16613197    
   6.71896696       9.41445160       6.52979851      -4.70852330E-02   1.48428845       4.25106859    
   6.82689905       9.25411510       6.69454575      -3.05629615E-02   1.33338141       4.33600521    
   6.93483114       9.09377861       6.85929298      0.102421701       1.18247437       4.42094183    
   7.04276323       8.93344212       7.02404022      0.236473635       1.03156734       4.50587845    
   7.15069532       8.77310562       7.18878746      0.370525271      0.880661488       4.59081507    
   7.25862741       8.61276913       7.35353470      0.504576862      0.729755938       4.67575169    
   7.36655951       8.45243263       7.51828194      0.638629198      0.578850389       4.76068830    
   7.47449160       8.29209614       7.68302917      0.772681534      0.427944481       4.84562492    
   7.58242369       8.13175964       7.84777641      0.906733871      0.277038187       4.93056154    
   7.69035578       7.97142315       8.01252365       1.04078579      0.126132205       5.01549816    
   7.79828787       7.81108665       8.17727089       1.17483664      -2.43754592E-02   5.10043478    
   7.90621996       7.65075016       8.34201813       1.30888748      -6.04183003E-02   5.18537140    
   8.01415157       7.49041367       8.50676537       1.44293833       8.18675309E-02   5.27030802    
   8.12208366       7.33007717       8.67151260       1.57698917      0.232843116       5.35524464    
   8.23001575       7.16974068       8.83625984       1.71104002      0.383818686       5.44018126    
   8.33794785       7.00940418       9.00100708       1.84509087      0.534794271       5.52511787    
   8.44587994       6.84906769       9.16575432       1.97914171      0.685769856       5.61005449    
   8.55381203       6.68873119       9.33050156       2.11319256      0.836745441       5.69499111    
   8.66174412       6.52839470       9.49524879       2.24724340      0.987721026       5.77992773    
   8.76967621       6.36805820       9.65999603       2.38129425       1.13869655       5.86486435    
   8.87760830       6.20772171       9.82474327       2.51534510       1.28967214       5.94980097    
   8.98554039       6.04738522       9.98949051       2.64939594       1.44064772       6.03473759    
   9.09347248       5.88704872       10.0825844       2.78345108       1.59162331       6.11967421    
   9.20140457       5.72670841       9.94824219       2.91750789       1.74259889       6.20461082    
   9.30933666       5.56636000       9.78356647       3.05156803       1.89357448       6.28954744    
   9.41726875       5.40600300       9.61889076       3.18563962       2.04454923       6.37448406    
   9.52520084       5.24561596       9.45419407       3.31974053       2.19552183       6.45942068    
   9.63313007       5.08514881       9.28951454       3.45392251       2.34649444       6.54435730    
   9.74100590       4.92447710       9.12488079       3.58830881       2.49746704       6.62929392    
   9.84868145       4.76340055       8.96044922       3.72309923       2.64843965       6.71423054    
   9.95591068       4.60181284       8.79646397       3.85840154       2.79941225       6.79916716    
   10.0499487       4.43986320       8.63302612       3.99406600       2.95038486       6.88410378    
   10.0034838       4.27777052       8.47000790       4.12987280       3.10135746       6.96904039    
   9.89669991       4.11564589       8.30732346       4.26571178       3.25233006       7.05397701    
   9.78965282       3.95354104       8.14490128       4.40153122       3.40330267       7.13891363    
   9.68243885       3.79147911       7.98264599       4.53730726       3.55427527       7.22385025    
   9.57513237       3.62945509       7.82048225       4.67304516       3.70524788       7.30878687    
   9.46778107       3.46745729       7.65836287       4.80875778       3.85622048       7.39372349    
   9.36040688       3.30547476       7.49626589       4.94445467       4.00719357       7.47866011    
   9.25302315       3.14350128       7.33417702       5.08014107       4.15817213       7.56359673    
   9.14563942       2.98153162       7.17209291       5.21582508       4.30915070       7.64853239    
   9.03825569       2.81956673       7.01001596       5.35150909       4.46012926       7.73345709    
   8.93087196       2.65760303       6.84793901       5.48719311       4.61110783       7.81838179    
   8.82348824       2.49563932       6.68586206       5.62287712       4.76208639       7.90330648    
   8.71610451       2.33367562       6.52377558       5.75856113       4.91306496       7.98823118    
   8.60872078       2.17171192       6.36168671       5.89424801       5.06405067       8.07315540    
   8.50133705       2.00974822       6.19959545       6.02994633       5.21504116       8.15806389    
   8.39395332       1.84778452       6.03749466       6.16566181       5.36604071       8.24295712    
   8.28656960       1.68582082       5.87538385       6.30140829       5.51704884       8.32782078    
   8.17918587       1.52385712       5.71326685       6.43720007       5.66806316       8.41263485    
   8.07180214       1.36189342       5.55114651       6.57305431       5.81907749       8.49738884    
   7.96441412       1.19992971       5.38903761       6.70897627       5.97008562       8.58207417    
