   9.47249889       2.99643660       7.21779490       3.43743896       3.89687037       8.62801933       4.13044119       10.0912943    
   9.36294174       2.97247815       7.11345196       3.27430701       4.12873173       8.72100449       4.09071732       10.0015049    
   9.25336075       2.94852304       7.00913286       3.11117339       4.36052179       8.81503582       4.05106449       9.81041336    
   9.14375401       2.92456794       6.90483904       2.94803548       4.59251785       8.90927505       4.01120567       9.61911488    
   9.03412056       2.90061283       6.80057144       2.78489757       4.82927465       8.99828720       3.96658468       9.43304443    
   8.92446136       2.87665772       6.69633102       2.62176228       5.06845284       9.08539867       3.91954374       9.24887371    
   8.81477642       2.85270071       6.59211588       2.45863032       5.30638075       9.17269802       3.87375188       9.06451511    
   8.70506668       2.82873940       6.48792505       2.29550290       5.54371929       9.25997448       3.82855010       8.88018036    
   8.59533405       2.80477238       6.38375664       2.13238049       5.78089857       9.34722042       3.78350735       8.69587517    
   8.48558235       2.78079891       6.27960920       1.96926427       6.01803398       9.43445778       3.73850894       8.51157761    
   8.37581444       2.75681901       6.17547846       1.80615461       6.25515318       9.52169514       3.69352388       8.32728195    
   8.26602554       2.73283267       6.07136393       1.64305162       6.49227238       9.60892296       3.64854550       8.14300823    
   8.15623379       2.70884037       5.96726131       1.47995484       6.72938871       9.69613647       3.60356784       7.95873165    
   8.04641914       2.68484235       5.86316776       1.31686378       6.96649599       9.78334999       3.55859017       7.77444601    
   7.93660355       2.66083956       5.75908613       1.15377808       7.20360327       9.87056351       3.51361251       7.59016037    
   7.82677841       2.63683081       5.65500784      0.990696967       7.44071054       9.95777702       3.46863484       7.40587473    
   7.71695089       2.61281848       5.55093813      0.827620029       7.67781782       10.0379019       3.42365718       7.22158909    
   7.60711908       2.58880377       5.44686842      0.664546549       7.91492510       10.0091906       3.37867951       7.03730345    
   7.49727964       2.56478429       5.34280348      0.501476049       8.15203285       9.92199039       3.33370185       6.85301781    
   7.38744020       2.54076362       5.23874569      0.338408023       8.38914013       9.83472919       3.28872418       6.66873217    
   7.27760077       2.51674247       5.13468790      0.175342008       8.62624741       9.74746799       3.24374652       6.48444653    
   7.16776133       2.49271584       5.03063011       1.22777997E-02   8.86335468       9.66020679       3.19876885       6.30016088    
   7.05792189       2.46868920       4.92657232      -8.22060034E-02   9.10046196       9.57294559       3.15379119       6.11587524    
   6.94808149       2.44466257       4.82251453       4.93958518E-02   9.33756924       9.48568439       3.10881352       5.93158960    
   6.83823013       2.42063546       4.71845675      0.212529868       9.57467651       9.39842319       3.06383586       5.74730396    
   6.72837877       2.39660287       4.61440372      0.375666052       9.81178379       9.31116199       3.01885819       5.56301832    
   6.61852741       2.37257028       4.51035786      0.538805246       10.0476313       9.22390079       2.97388053       5.37873268    
   6.50867319       2.34853220       4.40631199      0.701948166       10.0883112       9.13663960       2.92890286       5.19444704    
   6.39880991       2.32449031       4.30227375      0.865095913       9.86141682       9.04937840       2.88392520       5.01016140    
   6.28893852       2.30044246       4.19824314       1.02824998       9.62423801       8.96211720       2.83895326       4.82587576    
   6.17905521       2.27638769       4.09422541       1.19141173       9.38705921       8.87485600       2.79398155       4.64159012    
   6.06915426       2.25232387       3.99022365       1.35458314       9.14988041       8.78759480       2.74900985       4.45730448    
   5.95923090       2.22825146       3.88624382       1.51776564       8.91270161       8.70033360       2.70403814       4.27301884    
   5.84927750       2.20416880       3.78229165       1.68096137       8.67552280       8.61307240       2.65906644       4.08872986    
   5.73928785       2.18007827       3.67837167       1.84417367       8.43834400       8.52581120       2.61410046       3.90443039    
   5.62925482       2.15598083       3.57448316       2.00741291       8.20116520       8.43855000       2.56914592       3.72011113    
   5.51917410       2.13188267       3.47060609       2.17071438       7.96398449       8.35128880       2.52422762       3.53573227    
   5.40904379       2.10778451       3.36663842       2.33420634       7.72679377       8.26402760       2.47945094       3.35116172    
   5.29886389       2.08369255       3.26214886       2.49830532       7.48960304       8.17676640       2.43524456       3.16597700    
   5.18863773       2.05961013       3.15906382       2.66189790       7.25241232       8.08950520       2.38967872       2.98128939    
   5.07837057       2.03554034       3.11355305       2.80873728       7.01522160       8.00224400       2.28658032       2.81334281    
   4.96806097       2.01148629       3.13090682       2.94867897       6.77803087       7.91498280       2.12065935       2.65227747    
   4.85770702       1.98745441       3.15029812       3.08859825       6.54084015       7.82772160       1.95274699       2.49121308    
   4.74730587       1.96345115       3.16894221       3.22812605       6.30364943       7.74046040       1.78562796       2.33051157    
   4.63686037       1.93948138       3.18741608       3.36749029       6.06645870       7.65319920       1.61872423       2.16993999    
   4.52637529       1.91554773       3.20586967       3.50677633       5.82926798       7.56593800       1.45188105       2.00941086    
   4.41585732       1.89164901       3.22433400       3.64601231       5.59207726       7.47867680       1.28505886       1.84889650    
   4.30531549       1.86778200       3.24281311       3.78521037       5.35488653       7.39141560       1.11824584       1.68838859    
   4.19475603       1.84394181       3.26130509       3.92437983       5.11769581       7.30415440      0.951437593       1.52788305    
   4.08418608       1.82012260       3.27980518       4.06352663       4.88050508       7.21689320      0.784632444       1.36737967    
   3.97360754       1.79631937       3.29831195       4.20265865       4.64331436       7.12963200      0.617829561       1.20687628    
   3.86302400       1.77252781       3.31682229       4.34177876       4.40612364       7.04237080      0.451028407       1.04637289    
   3.75243950       1.74874485       3.33533549       4.48089600       4.16893291       6.95509815      0.284228504      0.885870576    
   3.64185119       1.72496748       3.35385323       4.62001467       3.93174028       6.86781979      0.117429778      0.725369096    
   3.53126073       1.70119429       3.37237597       4.75915194       3.69453955       6.78051996      -4.67207469E-02  0.564868689    
   3.42067027       1.67742395       3.39090586       4.89833736       3.45733166       6.69316864      -5.08388877E-02  0.404367834    
   3.31007981       1.65365601       3.40943837       5.03764820       3.22012067       6.60568857      0.112394407      0.243867338    
   3.19948936       1.62988865       3.42792702       5.17725229       2.98295355       6.51791477      0.279136658       8.33673850E-02
   3.08889747       1.60612130       3.44621825       5.31740475       2.74598408       6.42959118      0.445880502      -6.65291175E-02
   2.97830105       1.58235395       3.46404004       5.45828342       2.50948477       6.34053898      0.612626553      -2.24227197E-02
   2.86770201       1.55858445       3.48119235       5.59978867       2.27365422       6.25086212      0.779376984      0.137914315    
   2.75709248       1.53480816       3.49774623       5.74163103       2.03842235       6.16084433      0.946137607      0.298535079    
   2.64645505       1.51101339       3.51393747       5.88358879       1.80355299       6.07071257       1.11292636      0.459174961    
   2.53572631       1.48715675       3.52995992       6.02556705       1.56885242       5.98055553       1.27980554      0.619877040    
   2.42464852       1.46305871       3.54591131       6.16754532       1.33422220       5.89039755       1.44703388      0.780821323    
   2.31306958       1.43861449       3.56183410       6.30952358       1.09962106       5.80024576       1.61476386      0.942112088    
   2.30235481       1.48696530       3.57774448       6.45150185      0.865032196       5.71009970       1.68162978       1.03060806    
   2.45910764       1.65727353       3.59364867       6.59347343      0.630448878       5.61995363       1.58102822      0.997147262    
   2.61847067       1.82950544       3.60955119       6.73543978      0.395868212       5.52980757       1.47781587      0.961763203    
   2.77733660       2.00136042       3.62545371       6.87740612      0.161289006       5.43966150       1.37510073      0.926756501    
   2.93607736       2.17312002       3.64135623       7.01937246      -6.89347982E-02   5.34951544       1.27251065      0.891845703    
   3.09478140       2.34485173       3.65725851       7.16133881      -6.83620200E-02   5.25936937       1.16995692      0.856963217    
   3.25347257       2.51657367       3.67315507       7.30330515      0.162003294       5.16922331       1.06741619      0.822090864    
   3.41215801       2.68829322       3.68905163       7.44527149      0.396610886       5.07907724      0.964880347      0.787222683    
   3.57084155       2.86000824       3.70494819       7.58723783      0.631219625       4.98893118      0.862346649      0.752356529    
   3.72952104       3.03172326       3.72084475       7.72920418      0.865829468       4.89878511      0.759814203      0.717491508    
   3.88820052       3.20343828       3.73674130       7.87117052       1.10044134       4.80863905      0.657282293      0.682627261    
   4.04687977       3.37515903       3.75263786       8.01313782       1.33505452       4.71848965      0.554750383      0.647763431    
   4.20555496       3.54688001       3.76853442       8.15509892       1.56967115       4.62833166      0.452218831      0.612900674    
   4.36422253       3.71860099       3.78443098       8.29705334       1.80429232       4.53817368      0.349687666      0.578037918    
   4.52288485       3.89032578       3.80032754       8.43900776       2.03892112       4.44801569      0.247156486      0.543175161    
   4.68153620       4.06205511       3.81622410       8.58096218       2.27356005       4.35785770      0.144624949      0.508312762    
   4.84017324       4.23378801       3.83212066       8.72291660       2.50821376       4.26769972       4.20934297E-02  0.473450899    
   4.99878979       4.40552092       3.84801722       8.86487103       2.74288750       4.17754173      -4.81566563E-02  0.438588977    
   5.15738249       4.57724714       3.86391377       9.00682545       2.97758532       4.08738375      -3.32570425E-03  0.403727710    
   5.31594896       4.74896812       3.87981033       9.14877987       3.21230865       3.99722934       9.91931707E-02  0.368866444    
   5.47449017       4.92067957       3.89570689       9.29073429       3.44705701       3.90708518      0.201712042      0.334005177    
   5.63300943       5.09238100       3.91160345       9.43268871       3.68182683       3.81695127      0.304231107      0.299143910    
   5.79151297       5.26407194       3.92750001       9.57464314       3.91661334       3.72682810      0.406750351      0.264282703    
   5.95000362       5.43575430       3.94339657       9.71659756       4.15141106       3.63671470      0.509269536      0.229421958    
   6.10848761       5.60742760       3.95929313       9.85855198       4.38621759       3.54660869      0.611788034      0.194561064    
   6.26696444       5.77909756       3.97518969       10.0005064       4.62102413       3.45650864      0.714306533      0.159700170    
   6.42544127       5.95075893       3.99108624       10.0683002       4.85584164       3.36641169      0.816825032      0.124839284    
   6.58391809       6.12242031       4.00698519       9.94579506       5.09066010       3.27631927      0.919343531       8.99785757E-02
   6.74239492       6.29408169       4.02288771       9.80376911       5.32547855       3.18622684       1.02186239       5.51178455E-02
   6.90087175       6.46574306       4.03879023       9.66174316       5.56029701       3.09613442       1.12438238       2.02570446E-02
   7.05934858       6.63740444       4.05469275       9.51971722       5.79511547       3.00604367       1.22690237      -1.30564021E-02
   7.21781826       6.80906582       4.07059526       9.37769127       6.02993393       2.91595721       1.32942235      -6.89720316E-03
   7.37628317       6.98072720       4.08649778       9.23566532       6.26475239       2.82587075       1.43194234       2.77692936E-02
   7.53474808       7.15238857       4.10240030       9.09363937       6.49957085       2.73578429       1.53446233       6.26111925E-02
   7.69321299       7.32404995       4.11830282       8.95161343       6.73438931       2.64569783       1.63698232       9.74530876E-02
   7.85167789       7.49571133       4.13420534       8.80958748       6.96920776       2.55561137       1.73950231      0.132294983    
   8.01014328       7.66737270       4.15010786       8.66756153       7.20402622       2.46552491       1.84202230      0.167136878    
   8.16862011       7.83903408       4.16601038       8.52553558       7.43884468       2.37543845       1.94454229      0.201978773    
   8.32709694       8.01069546       4.18191290       8.38350964       7.67366314       2.28535199       2.04706216      0.236820668    
   8.48557377       8.18235683       4.19781542       8.24148369       7.90848160       2.19526553       2.14958215      0.271662563    
   8.64405060       8.35401821       4.21371794       8.09945774       8.14330006       2.10517907       2.25210214      0.306504458    
   8.80252743       8.52567959       4.22962046       7.95743179       8.37811852       2.01509261       2.35462213      0.341346353    
   8.96100426       8.69734097       4.24552298       7.81540585       8.61293697       1.92500365       2.45714211      0.376188248    
   9.11948109       8.86900234       4.26142550       7.67337990       8.84775543       1.83491421       2.55966210      0.411030143    
   9.27795792       9.04066372       4.27732801       7.53135395       9.08257389       1.74482477       2.66218209      0.445872039    
   9.43643475       9.21232510       4.29323053       7.38932800       9.31739235       1.65473533       2.76470208      0.480713934    
   9.59491158       9.38398647       4.30913305       7.24730206       9.55221081       1.56464589       2.86722207      0.515555859    
   9.75338840       9.55564785       4.32503557       7.10527611       9.78702927       1.47455645       2.96974206      0.550397754    
   9.91186523       9.72730923       4.34093809       6.96325016       10.0217361       1.38446701       3.07226205      0.585239649    
   10.0620327       9.89897060       4.35684061       6.82122421       10.1036139       1.29437757       3.17478204      0.620081544    
   10.0276785       10.0634108       4.37274313       6.67919827       9.88938236       1.20428813       3.27730203      0.654923439    
   9.86967945       10.0351467       4.38864565       6.53717232       9.65458775       1.11419868       3.37982202      0.689765334    
   9.71113110       9.86448574       4.40454817       6.39514637       9.41979313       1.02410924       3.48234200      0.724607229    
   9.55258274       9.69284821       4.42045069       6.25312042       9.18499851      0.934020936       3.58486199      0.759449124    
   9.39403439       9.52121067       4.43635321       6.11109447       8.95020390      0.843932986       3.68738198      0.794291019    
   9.23548603       9.34957314       4.45225573       5.96906853       8.71540928      0.753845036       3.78990197      0.829132915    
   9.07693768       9.17793560       4.46815825       5.82704258       8.48061466      0.663757086       3.89242196      0.863974810    
   8.91838932       9.00629807       4.48406076       5.68501663       8.24582005      0.573669136       3.99494195      0.898816705    
   8.75984097       8.83466053       4.49996328       5.54299068       8.01102543      0.483581185       4.09746170      0.933658600    
   8.60129261       8.66302299       4.51586580       5.40096474       7.77624226      0.393493235       4.19998169      0.968500495    
   8.44274426       8.49138546       4.53176832       5.25893879       7.54145956      0.303405285       4.30250168       1.00334239    
