  0.172044665       6.68143225       1.65813959       8.66911602       6.23429871       1.77857876    
  0.172928929       6.63144064       1.69679677       8.70082664       6.25620317       1.82352543    
  0.173813432       6.58144903       1.73545372       8.73253727       6.27810764       1.86847210    
  0.174698129       6.53145790       1.77411056       8.76424694       6.30001211       1.91341877    
  0.175582975       6.48146677       1.81276727       8.79595661       6.32191658       1.95836544    
  0.176467940       6.43147612       1.85142386       8.82766628       6.34382105       2.00331211    
  0.177352995       6.38148546       1.89008033       8.85937595       6.36572552       2.04825878    
  0.178238124       6.33149481       1.92873669       8.89108562       6.38762999       2.09320545    
  0.179123312       6.28150415       1.96739304       8.92279530       6.40953445       2.13815212    
  0.180008560       6.23151350       2.00604939       8.95450497       6.43143892       2.18309879    
  0.180893838       6.18152332       2.04470563       8.98621464       6.45334339       2.22804546    
  0.181779161       6.13153315       2.08336186       9.01792431       6.47524786       2.27299213    
  0.182664514       6.08154297       2.12201810       9.04963303       6.49715233       2.31793880    
  0.183549881       6.03155279       2.16067433       9.08134174       6.51905680       2.36288548    
  0.184435278       5.98156261       2.19933033       9.11305046       6.54096127       2.40783215    
  0.185320690       5.93157244       2.23798633       9.14475918       6.56286573       2.45277882    
  0.186206117       5.88158226       2.27664232       9.17646790       6.58477020       2.49772549    
  0.187091544       5.83159208       2.31529832       9.20817661       6.60667467       2.54267216    
  0.187976986       5.78160191       2.35395432       9.23988533       6.62857914       2.58761883    
  0.188862443       5.73161173       2.39261031       9.27159405       6.65048361       2.63256550    
  0.189747900       5.68162155       2.43126631       9.30330276       6.67238808       2.67751217    
  0.190633371       5.63163137       2.46992230       9.33501148       6.69429255       2.72245884    
  0.191518843       5.58164120       2.50857830       9.36672020       6.71619701       2.76740551    
  0.192404315       5.53165102       2.54723430       9.39842892       6.73810148       2.81235218    
  0.193289801       5.48166084       2.58589029       9.43013763       6.76000595       2.85729885    
  0.194175288       5.43167067       2.62454629       9.46184635       6.78191042       2.90224552    
  0.195060775       5.38168049       2.66320229       9.49355507       6.80381489       2.94719219    
  0.195946261       5.33169031       2.70185828       9.52526379       6.82571936       2.99213886    
  0.196831748       5.28170013       2.74051428       9.55697250       6.84762383       3.03708553    
  0.197717249       5.23170996       2.77917027       9.58868122       6.86952829       3.08203220    
  0.198602751       5.18171978       2.81782627       9.62038994       6.89143276       3.12697887    
  0.199488252       5.13172960       2.85648227       9.65209866       6.91333723       3.17192554    
  0.200373754       5.08173943       2.89513826       9.68380737       6.93524170       3.21687222    
  0.201259255       5.03174925       2.93379426       9.71551609       6.95714617       3.26181889    
  0.202144757       4.98175907       2.97245026       9.74722481       6.97905064       3.30676556    
  0.203030258       4.93176889       3.01110625       9.77893353       7.00095510       3.35171223    
  0.203915760       4.88177872       3.04976225       9.81064224       7.02285957       3.39665890    
  0.204801261       4.83178854       3.08841825       9.84235096       7.04476404       3.44160557    
  0.205686778       4.78179836       3.12707424       9.87405968       7.06666851       3.48655224    
  0.206572294       4.73180819       3.16573024       9.90576839       7.08857298       3.53149891    
  0.207457811       4.68181801       3.20438623       9.93747711       7.11047745       3.57644558    
  0.208343327       4.63182783       3.24304223       9.96918583       7.13238192       3.62139225    
  0.209228843       4.58183765       3.28169823       10.0008945       7.15428638       3.66633892    
  0.210114360       4.53184748       3.32035422       10.0326014       7.17619085       3.71128559    
  0.210999876       4.48185730       3.35901022       10.0642262       7.19809532       3.75623226    
  0.211885393       4.43186712       3.39766622       10.0956907       7.21999979       3.80117893    
  0.212770909       4.38187695       3.43632221       10.1269159       7.24190426       3.84612560    
  0.213656425       4.33188677       3.47497821       10.1578236       7.26380873       3.89107227    
  0.214541942       4.28189659       3.51363420       10.1883373       7.28571320       3.93601894    
  0.215427458       4.23190641       3.55229020       10.2183800       7.30761766       3.98096561    
  0.216312975       4.18191624       3.59094620       10.2478771       7.32952213       4.02591228    
  0.217198491       4.13192606       3.62960219       10.2767544       7.35142660       4.07085896    
  0.218084008       4.08193588       3.66825819       10.3049393       7.37333107       4.11580563    
  0.218969524       4.03194571       3.70691419       10.3323622       7.39523554       4.16075230    
  0.219855040       3.98195577       3.74557018       10.3589544       7.41714001       4.20569897    
  0.220740557       3.93196583       3.78422618       10.3846493       7.43904448       4.25064564    
  0.221626073       3.88197589       3.82288218       10.4093819       7.46094894       4.29559231    
  0.222511590       3.83198595       3.86153817       10.4330912       7.48285341       4.34053898    
  0.223397106       3.78199601       3.90019417       10.4557180       7.50475788       4.38548565    
