   2.03535533       7.96464443       7.96464443       7.96464443    
   2.07071066       7.92928886       7.92928886       7.92928886    
   2.10606599       7.89393330       7.89393330       7.89393330    
   2.14142132       7.85857773       7.85857773       7.85857773    
   2.17677665       7.82322216       7.82322216       7.82322216    
   2.21213198       7.78786659       7.78786659       7.78786659    
   2.24748731       7.75251102       7.75251102       7.75251102    
   2.28284264       7.71715546       7.71715546       7.71715546    
   2.31819797       7.68179989       7.68179989       7.68179989    
   2.35355330       7.64644432       7.64644432       7.64644432    
   2.38890862       7.61108875       7.61108875       7.61108875    
   2.42426395       7.57573318       7.57573318       7.57573318    
   2.45961928       7.54037762       7.54037762       7.54037762    
   2.49497461       7.50502205       7.50502205       7.50502205    
   2.53032994       7.46966648       7.46966648       7.46966648    
   2.56568527       7.43431091       7.43431091       7.43431091    
   2.60104060       7.39895535       7.39895535       7.39895535    
   2.63639593       7.36359978       7.36359978       7.36359978    
   2.67175126       7.32824421       7.32824421       7.32824421    
   2.70710659       7.29288864       7.29288864       7.29288864    
   2.74246192       7.25753307       7.25753307       7.25753307    
   2.77781725       7.22217751       7.22217751       7.22217751    
   2.81317258       7.18682194       7.18682194       7.18682194    
   2.84852791       7.15146637       7.15146637       7.15146637    
   2.88388324       7.11611080       7.11611080       7.11611080    
   2.91923857       7.08075523       7.08075523       7.08075523    
   2.95459414       7.04539967       7.04539967       7.04539967    
   2.98994970       7.01004410       7.01004410       7.01004410    
   3.02530527       6.97468853       6.97468853       6.97468853    
   3.06066084       6.93933296       6.93933296       6.93933296    
   3.09601641       6.90397739       6.90397739       6.90397739    
   3.13137197       6.86862183       6.86862183       6.86862183    
   3.16672754       6.83326626       6.83326626       6.83326626    
   3.20208311       6.79791069       6.79791069       6.79791069    
   3.23743868       6.76255512       6.76255512       6.76255512    
   3.27279449       6.72719955       6.72719955       6.72719955    
   3.30815029       6.69184399       6.69184399       6.69184399    
   3.34350610       6.65648842       6.65648794       6.65648842    
   3.37886190       6.62113285       6.62113190       6.62113285    
   3.41421795       6.58577728       6.58577585       6.58577728    
   3.44957399       6.55042171       6.55041981       6.55042171    
   3.48493004       6.51506615       6.51506376       6.51506615    
   3.52028632       6.47971058       6.47970724       6.47971058    
   3.55564284       6.44435501       6.44435072       6.44435501    
   3.59099936       6.40899944       6.40899420       6.40899944    
   3.62635612       6.37364388       6.37363720       6.37364388    
   3.66171312       6.33828831       6.33828020       6.33828831    
   3.69707060       6.30293274       6.30292273       6.30293274    
   3.73242831       6.26757717       6.26756477       6.26757717    
   3.76778650       6.23222160       6.23220634       6.23222160    
   3.80314517       6.19686604       6.19684744       6.19686604    
   3.83850455       6.16151047       6.16148806       6.16151047    
   3.87386465       6.12615490       6.12612772       6.12615490    
   3.90922594       6.09079933       6.09076643       6.09079933    
   3.94458842       6.05544376       6.05540371       6.05544376    
   3.97995257       6.02008820       6.02003956       6.02008820    
   4.01531887       5.98473263       5.98467350       5.98473263    
   4.05068731       5.94937706       5.94930506       5.94937706    
   4.08605909       5.91402149       5.91393328       5.91402149    
   4.12143517       5.87866592       5.87855721       5.87866592    
   4.15681696       5.84331036       5.84317541       5.84331036    
   4.19220638       5.80795479       5.80778599       5.80795479    
   4.22760534       5.77259922       5.77238703       5.77259922    
   4.26301765       5.73724365       5.73697472       5.73724365    
   4.29844809       5.70188808       5.70154428       5.70188808    
   4.33390284       5.66653252       5.66608953       5.66653252    
   4.36939049       5.63117695       5.63060188       5.63117695    
   4.40492249       5.59582138       5.59506989       5.59582138    
   4.44051218       5.56046581       5.55948019       5.56046581    
   4.47616863       5.52511024       5.52382374       5.52511024    
   4.51187801       5.48975468       5.48811436       5.48975468    
   4.54753208       5.45439911       5.45246029       5.45439911    
   4.58269072       5.41904354       5.41730165       5.41904354    
   4.61576653       5.38368797       5.38422585       5.38368797    
   4.64153242       5.34833241       5.35845995       5.34833241    
   4.64768410       5.31297684       5.35230827       5.31297684    
   4.62889147       5.27762127       5.37110090       5.27762127    
   4.59805298       5.24226570       5.40193939       5.24226570    
   4.56347370       5.20691013       5.43651867       5.20691013    
   4.52791786       5.17155457       5.47207451       5.17155457    
   4.49217749       5.13619900       5.50781488       5.13619900    
   4.45646095       5.10084343       5.54353142       5.10084343    
   4.42081022       5.06548786       5.57918215       5.06548786    
   4.38522243       5.03013229       5.61476994       5.03013229    
   4.34968472       4.99477673       5.65030766       4.99477673    
   4.31418467       4.95942116       5.68580770       4.95942116    
   4.27871275       4.92406559       5.72127962       4.92406559    
   4.24326134       4.88871002       5.75673103       4.88871002    
   4.20782518       4.85335445       5.79216719       4.85335445    
   4.17240000       4.81799889       5.82759237       4.81799889    
   4.13698339       4.78264332       5.86300898       4.78264332    
   4.10157299       4.74728775       5.89841938       4.74728775    
   4.06616735       4.71193218       5.93382502       4.71193218    
   4.03076553       4.67657661       5.96922684       4.67657661    
   3.99536657       4.64122105       6.00462580       4.64122105    
   3.95996976       4.60586548       6.04002237       4.60586548    
   3.92457461       4.57050991       6.07541752       4.57050991    
   3.88918090       4.53515434       6.11081123       4.53515434    
   3.85378838       4.49979877       6.14620399       4.49979877    
   3.81839681       4.46444321       6.18159580       4.46444321    
   3.78300595       4.42908764       6.21698666       4.42908764    
   3.74761558       4.39373207       6.25237703       4.39373207    
   3.71222568       4.35837650       6.28776693       4.35837650    
   3.67683625       4.32302094       6.32315636       4.32302094    
   3.64144707       4.28766537       6.35854530       4.28766537    
   3.60605812       4.25230980       6.39393425       4.25230980    
   3.57066941       4.21695423       6.42932272       4.21695423    
   3.53528094       4.18159866       6.46471119       4.18159866    
   3.49989271       4.14624310       6.50009966       4.14624310    
   3.46450448       4.11088753       6.53548765       4.11088753    
   3.42911649       4.07553196       6.57087564       4.07553196    
   3.39372849       4.04017639       6.60626364       4.04017639    
   3.35834074       4.00482082       6.64165163       4.00482082    
   3.32295299       3.96946549       6.67703915       3.96946549    
   3.28756523       3.93411016       6.71242666       3.93411016    
   3.25217772       3.89875484       6.74781418       3.89875484    
   3.21679020       3.86339951       6.78320169       3.86339951    
   3.18140268       3.82804418       6.81858921       3.82804418    
   3.14601517       3.79268885       6.85397673       3.79268885    
   3.11062765       3.75733352       6.88936424       3.75733352    
   3.07524014       3.72197819       6.92475176       3.72197819    
   3.03985262       3.68662286       6.96013927       3.68662286    
   3.00446510       3.65126753       6.99552679       3.65126753    
   2.96907783       3.61591220       7.03091431       3.61591220    
   2.93369055       3.58055687       7.06630182       3.58055687    
   2.89830327       3.54520154       7.10168934       3.54520154    
   2.86291599       3.50984621       7.13707685       3.50984621    
   2.82752872       3.47449088       7.17246437       3.47449088    
   2.79214144       3.43913555       7.20785189       3.43913555    
   2.75675416       3.40378022       7.24323940       3.40378022    
   2.72136688       3.36842489       7.27862692       3.36842489    
   2.68597960       3.33306956       7.31401443       3.33306956    
   2.65059233       3.29771423       7.34940195       3.29771423    
   2.61520505       3.26235890       7.38478947       3.26235890    
   2.57981777       3.22700357       7.42017698       3.22700357    
   2.54443049       3.19164824       7.45556402       3.19164824    
   2.50904322       3.15629292       7.49095106       3.15629292    
   2.47365594       3.12093759       7.52633810       3.12093759    
   2.43826866       3.08558226       7.56172514       3.08558226    
   2.40288138       3.05022693       7.59711218       3.05022693    
   2.36749411       3.01487160       7.63249922       3.01487160    
   2.33210683       2.97951627       7.66788626       2.97951627    
   2.29671955       2.94416094       7.70327330       2.94416094    
   2.26133227       2.90880561       7.73866034       2.90880561    
   2.22594500       2.87345028       7.77404737       2.87345028    
   2.19055772       2.83809495       7.80943441       2.83809495    
   2.15517044       2.80273962       7.84482145       2.80273962    
   2.11978316       2.76738429       7.88020849       2.76738429    
   2.08439589       2.73202896       7.91559553       2.73202896    
   2.04900861       2.69667363       7.95098257       2.69667363    
   2.01362133       2.66131830       7.98636961       2.66131830    
   1.97823405       2.62596297       8.02175713       2.62596297    
   1.94284678       2.59060764       8.05714417       2.59060764    
   1.90745950       2.55525231       8.09253120       2.55525231    
   1.87207222       2.51989698       8.12791824       2.51989698    
   1.83668494       2.48454165       8.16330528       2.48454165    
   1.80129766       2.44918633       8.19869232       2.44918633    
   1.76591039       2.41383100       8.23407936       2.41383100    
   1.73052311       2.37847567       8.26946640       2.37847567    
   1.69513583       2.34312034       8.30485344       2.34312034    
   1.65974855       2.30776501       8.34024048       2.30776501    
   1.62436128       2.27240968       8.37562752       2.27240968    
   1.58897400       2.23705435       8.41101456       2.23705435    
   1.55358672       2.20169902       8.44640160       2.20169902    
   1.51819944       2.16634369       8.48178864       2.16634369    
   1.48281217       2.13098836       8.51717567       2.13098836    
   1.44742489       2.09563303       8.55256271       2.09563303    
   1.41203761       2.06027770       8.58794975       2.06027770    
   1.37665033       2.02492237       8.62333679       2.02492237    
   1.34126306       1.98956704       8.65872383       1.98956704    
   1.30587578       1.95421171       8.69411087       1.95421171    
   1.27048850       1.91885638       8.72949791       1.91885638    
   1.23510122       1.88350105       8.76488495       1.88350105    
   1.19971395       1.84814572       8.80027199       1.84814572    
   1.16432667       1.81279039       8.83565903       1.81279039    
   1.12893939       1.77743506       8.87104607       1.77743506    
   1.09355211       1.74207973       8.90643311       1.74207973    
   1.05816483       1.70672441       8.94182014       1.70672441    
   1.02277756       1.67136908       8.97720718       1.67136908    
  0.987390339       1.63601375       9.01259422       1.63601375    
  0.952003121       1.60065842       9.04798126       1.60065842    
  0.916615903       1.56530309       9.08336830       1.56530309    
  0.881228685       1.52994776       9.11875534       1.52994776    
  0.845841467       1.49459243       9.15414238       1.49459243    
  0.810454249       1.45923710       9.18952942       1.45923710    
  0.775067031       1.42388177       9.22491646       1.42388177    
  0.739679813       1.38852644       9.26030350       1.38852644    
  0.704292595       1.35317111       9.29569054       1.35317111    
  0.668905377       1.31781578       9.33107758       1.31781578    
  0.633518159       1.28246045       9.36646461       1.28246045    
  0.598130941       1.24710512       9.40185165       1.24710512    
  0.562743723       1.21174979       9.43723869       1.21174979    
  0.527356505       1.17639446       9.47262573       1.17639446    
  0.491969258       1.14103913       9.50801277       1.14103913    
  0.456582010       1.10568380       9.54339981       1.10568380    
  0.421194762       1.07032847       9.57878685       1.07032847    
  0.385807514       1.03497314       9.61417389       1.03497314    
  0.350420266      0.999617815       9.64956093      0.999617815    
  0.315033019      0.964262486       9.68494797      0.964262486    
  0.279645771      0.928907156       9.72033501      0.928907156    
  0.244258523      0.893551826       9.75572205      0.893551826    
  0.208871275      0.858196497       9.79110909      0.858196497    
  0.173484027      0.822841167       9.82649612      0.822841167    
  0.138096780      0.787485838       9.86188316      0.787485838    
  0.102709539      0.752130508       9.89727020      0.752130508    
   6.73222989E-02  0.716775179       9.93265724      0.716775179    
   3.19350585E-02  0.681419849       9.96804428      0.681419849    
  -3.45218251E-03  0.646064520       10.0034313      0.646064520    
  -3.88307944E-02  0.610709190       10.0388098      0.610709190    
  -7.41123259E-02  0.575353861       10.0740910      0.575353861    
 -0.109208576      0.539998531       10.1091871      0.539998531    
 -0.144031808      0.504643202       10.1440105      0.504643202    
 -0.178494960      0.469287872       10.1784744      0.469287872    
 -0.212511867      0.433932543       10.2124920      0.433932543    
 -0.245997503      0.398577213       10.2459784      0.398577213    
 -0.278868139      0.363221884       10.2788496      0.363221884    
 -0.311041594      0.327866554       10.3110237      0.327866554    
 -0.342437446      0.292511225       10.3424196      0.292511225    
 -0.372977227      0.257155895       10.3729601      0.257155895    
 -0.402584553      0.221800551       10.4025679      0.221800551    
 -0.431185424      0.186445206       10.4311695      0.186445206    
 -0.458708346      0.151089862       10.4586935      0.151089862    
 -0.485084474      0.115734525       10.4850702      0.115734525    
 -0.510247886       8.03791881E-02   10.5102348       8.03791881E-02
 -0.534135699       4.50238511E-02   10.5341234       4.50238511E-02
 -0.556688190       9.66851320E-03   10.5566769       9.66851320E-03
 -0.577848911      -2.56868247E-02   10.5778389      -2.56868247E-02
 -0.597565055      -6.09779470E-02   10.5975561      -6.09779470E-02
 -0.615787268      -9.61166248E-02   10.6157789      -9.61166248E-02
 -0.632470012     -0.131015018       10.6324625     -0.131015018    
 -0.647571564     -0.165585861       10.6475649     -0.165585861    
 -0.661054194     -0.199742734       10.6610489     -0.199742734    
 -0.672884226     -0.233400255       10.6728802     -0.233400255    
 -0.683032036     -0.266474277       10.6830292     -0.266474277    
 -0.691472232     -0.298882127       10.6914701     -0.298882127    
 -0.698183775     -0.330542773       10.6981831     -0.330542773    
 -0.703149855     -0.361377060       10.7031498     -0.361377060    
 -0.706358075     -0.391307890       10.7063589     -0.391307890    
 -0.707800388     -0.420260459       10.7078018     -0.420260459    
 -0.707473218     -0.448162377       10.7074757     -0.448162377    
 -0.705377340     -0.474943876       10.7053804     -0.474943876    
 -0.701517999     -0.500537992       10.7015219     -0.500537992    
 -0.695904911     -0.524880767       10.6959095     -0.524880767    
 -0.688552022     -0.547911346       10.6885576     -0.547911346    
 -0.679477751     -0.569572151       10.6794844     -0.569572151    
 -0.668704808     -0.589809060       10.6687126     -0.589809060    
 -0.656260073     -0.608571410       10.6562691     -0.608571410    
 -0.642174721     -0.625812352       10.6421843     -0.625812352    
 -0.626483917     -0.641488731       10.6264944     -0.641488731    
 -0.609226882     -0.655561388       10.6092386     -0.655561388    
 -0.590446830     -0.667995155       10.5904598     -0.667995155    
 -0.570190609     -0.678758919       10.5702047     -0.678758919    
 -0.548508942     -0.687825799       10.5485239     -0.687825799    
 -0.525456011     -0.695173144       10.5254717     -0.695173144    
 -0.501089454     -0.700782537       10.5011053     -0.700782537    
 -0.475470155     -0.704639971       10.4754868     -0.704639971    
 -0.448662162     -0.706735790       10.4486790     -0.706735790    
 -0.420732528     -0.707064807       10.4207497     -0.707064807    
 -0.391751051     -0.705626130       10.3917685     -0.705626130    
 -0.361790210     -0.702423394       10.3618078     -0.702423394    
 -0.330924898     -0.697464585       10.3309431     -0.697464585    
 -0.299232274     -0.690762162       10.2992506     -0.690762162    
 -0.266791552     -0.682332814       10.2668104     -0.682332814    
 -0.233683854     -0.672197640       10.2337027     -0.672197640    
 -0.199991956     -0.660381973       10.2000113     -0.660381973    
 -0.165800080     -0.646915317       10.1658192     -0.646915317    
 -0.131193697     -0.631831408       10.1312132     -0.631831408    
  -9.62593332E-02 -0.615167916       10.0962791     -0.615167916    
  -6.10843189E-02 -0.596966505       10.0611038     -0.596966505    
  -2.57565919E-02 -0.577272654       10.0257759     -0.577272654    
   9.63552669E-03 -0.556135654       9.99038410     -0.556135654    
   4.50276472E-02 -0.533608317       9.95499229     -0.533608317    
   8.04197639E-02 -0.509746969       9.91960049     -0.509746969    
  0.115811884     -0.484611213       9.88420868     -0.484611213    
  0.151204005     -0.458263934       9.84881687     -0.458263934    
  0.186596125     -0.430770993       9.81342506     -0.430770993    
  0.221988246     -0.402201146       9.77803326     -0.402201146    
